id,skill_label,tokenized_sentences
DSN-MPN-3064-1.1,Design Communication,"['Brainstorm, ideate and utilise writing strategies and plans to maximise user engagement .', 'Define content strategies and plans, in consideration of the target audiences’ needs.', 'Lead the development of tools, processes and materials to administer content planning.', 'Establish content strategy principles and initiate organisational adoption of content tools and processes.', 'Influence creation of new content strategies and ensure efforts supplement strategic business priorities']"
DSN-COM-3003-1.1,Design Communication,"['Convey a design story, idea or concept in a compelling and engaging manner through writing.', 'Compose design narratives that would inform readers on the holistic components of the design.', 'Lead the development of design narrative to engage and inform readers of the key design components.', 'Align design narrative to design intention and purpose, and refine design narrative to maximise audience engagement']"
DSN-COM-3004-1.1,Design Communication,"['Facilitate workshops with the intent of guiding, mentoring and leading participants to move through the process of learning and planning.', 'Execute scheduling and logistical activities to ensure the seamless administration of workshops.', 'Facilitate workshops to educate and engage participants in developing solutions.', 'Drive workshops in alignment with overall organisational goals and develop best practices to achieve participants’ buy-in and engagement']"
DSN-DES-2053-1.1-1,Design Communication,"['Develop the flow of the content through designing narrative elements to create an engaging audience experience.', 'Research ideas to support the design of impactful narrative elements.', 'Construct specific narrative elements towards the development of the overall content narrative.', 'Design the blueprint for the content narrative and lead the development of the overall narrative.', 'Guide content narrative development and refine narrative based on production considerations']"
DSN-BIN-3130-1.1,Design Communication,"['Draft strategic business proposals by conducting research, to respond to business opportunities.', 'Draft response to requests for proposals (RFP) or other solicitations from potential customers.', 'Propose strategic action plans to capitalise on new potential business opportunities proactively.', 'Lead the development of business opportunities in alignment with strategic business priorities']"
DSN-COM-3005-1.1,Design Communication,"['Design visual communication outputs to elicit emotional connections and responses from target audiences .', 'Prepare visual presentations to communicate design outcomes to target audiences.', 'Create visual messages and experiences to convey information and ideas, across multiple visual formats and channels.', 'Drive the development of novel visual communication formats, through experimentation and innovation']"
DSN-BIN-3063-1.1,General Management,"['Manage organisational change management systems to drive organisational success and outcomes by preparing, equipping and supporting adoption of change .', 'Apply change control procedures to prepare stakeholders for the change.', 'Drive execution of change control procedures and assess change performance against key performance benchmarks.', 'Formulate change control procedures, processes, and resources to facilitate transitions in the organisation.', ""Establish the organisation's change management strategies and policies to support critical transformations""]"
DSN-CFC-4005-1.1,Stakeholder and Customer Management,"['Manage contract creation, evaluation, negotiation, tendering to maximise operation and financial performance of an organisation.', 'Review contracts and tender documents to ensure alignment to business requirements and negotiated terms.', 'Negotiate and confirm service levels with service providers.', 'Prepare drafts of contracts and agreements and monitor supplier performance.', 'Review contracts and tender documents to ensure alignment to business requirements and negotiated terms.', 'Negotiate and confirm service levels with service providers.', 'Review contracts and tender documents to ensure alignment to business requirements and negotiated terms.', 'Negotiate and confirm service levels with  service providers']"
DSN-CFC-3019-1.1,Stakeholder and Customer Management,"['Manage stakeholder expectations and needs by aligning those with requirements and objectives of the organisation.', 'This involves planning of actions to effectively communicate with, negotiate with and influence stakeholders.', ""Serve as the organisation's main contact point for stakeholder communications, clarifying responsibilities among stakeholders, and engaging them to align expectations."", 'Develop a stakeholder engagement plan and negotiate with stakeholders to arrive at mutually-beneficial arrangements.', 'Define a strategic stakeholder management roadmap, and lead critical discussions and negotiations, addressing escalated issues or problems encountered.', ""Establish the overall vision for the alignment of organisation's and stakeholders' objectives, co-creating shared goals and strategic initiatives with senior stakeholders."", 'Identify key stakeholder relationships, needs and interests, and coordinate with stakeholders on a day-to-day basis.', ""Serve as the organisation's main contact point for stakeholder communications, clarifying responsibilities among stakeholders, and engaging them to align expectations."", 'Develop a stakeholder engagement plan and negotiate with stakeholders to arrive at mutually-beneficial arrangements.', 'Define a strategic stakeholder management roadmap, and lead critical discussions and negotiations, addressing escalated issues or problems encountered.', ""Establish the overall vision for the alignment of organisation's and stakeholders' objectives, co-creating shared goals and strategic initiatives with senior stakeholders.. Identify key stakeholder relationships, needs and interests, and coordinate with stakeholders on a day-to-day basis.."", ""Serve as the organisation's main contact point for stakeholder communications, clarifying responsibilities among stakeholders, and engaging them to align expectations.."", 'Develop a stakeholder engagement plan and negotiate with stakeholders to arrive at mutually-beneficial arrangements..', 'Define a strategic stakeholder management roadmap, and lead critical discussions and negotiations, addressing escalated issues or problems encountered.']"
DSN-DES-3025-1.1,Technical Craft,"['Utilise relevant design approaches for the conceptualisation, development and enhancement of design solutions.', 'Use appropriate design approaches to translate ideas into design solutions.', 'Review and manage the design creation processes and outcomes.', 'Develop and establish design approaches that improve the design creation processes.', 'Use appropriate design approaches to translate ideas into design solutions.', 'Review and manage the design creation processes and outcomes.', 'Develop and establish design approaches that improve the design creation processes']"
DSN-DES-2028-1.1,Technical Craft,"['Construct design concepts, either digitally or physically, to develop deeper understanding of the designs and test their usability and functionality.', 'Collect, manage and share data required for designing and building prototypes.', 'Simulate and validate the real world performance of prototypes to measure success and assess how the prototype components interact.', 'Manage the design and creation of prototypes, ensuring compliance to tasks identified in user research and established safety requirements.', 'Establish guidelines and standards for prototyping, and initiate the design and creation of design solutions through close partnership with stakeholders.', 'Simulate and validate the real world performance of prototypes to measure success and assess how the prototype components interact.', 'Manage the design and creation of prototypes, ensuring compliance to tasks identified in user research and established safety requirements.', 'Establish guidelines and standards for prototyping, and initiate the design and creation of design solutions through close partnership with stakeholders']"
DSN-DES-3029-1.1,Technical Craft,"['Giving ideas and/or designs tangible forms and aesthetics, with consideration for function, emotions, technology, culture and organisation values.', 'Translate project and design requirements into a tangible form.', 'Review the forms given to designs to verify fulfilment of project requirements and the design brief.', 'Establish the overall vision of the designs’ form by ensuring alignment to organisational strategies and stakeholder needs']"
DSN-DES-3030-1.1,Technical Craft,"['Develop digital and/or physical interactions across technology, products, space and services media to enhance relationships and engagement with users.', 'Create wireframes and prototypes of products and/or interactive systems that provide positive interaction with users.', 'Review the design of products and/or interactive systems to ensure appropriate interaction design methods are applied to allow users to achieve their objectives.', 'Promote the use of interaction design and new technologies for the development of design to improve users’ experience']"
DSN-OPR-3056-1.1,Technical Craft,"['Explore product design and development processes to manufacture or innovate on products.', 'Utilise appropriate scientific and technological knowledge to design, redesign or improve product functionality and organise production processes.', 'Evaluate product and production engineering processes and propose recommendations to address challenges in the production processes.', 'Drive product development efforts through best practices and innovation, to increase efficiency of products’ manufacturing processes']"
DSN-RND-3021-1.1,Technical Craft,"['Conduct and lead qualitative research studies, focusing on the study of people, habits, norms and cultures, to uncover insights driving the behaviour of different respondents.', 'Collect and analyse qualitative research data, based on established research frameworks and historical data to uncover insights on respondents’ behaviour.', 'Oversee qualitative research studies to formulate recommendations on organisation’s products and services.', 'Conceptualise qualitative research studies to determine design changes that would affect the commercial or social value of various respondent groups']"
DSN-RND-3022-1.1,Technical Craft,"['Conduct and lead systematic statistical, mathematical and numerical analyses to formulate facts, uncover patterns in research, test hypotheses and draw sound conclusions for problem-solving.', 'Collect and analyse data to establish patterns, test relationships and draw conclusions through mathematical and statistical techniques and methodologies.', 'Formulate strategies to evaluate data and examine assumptions, with the use of advanced mathematical models and theories, to test hypotheses and draw conclusions.', 'Establish research parameters, tools, methodologies and techniques to conduct mathematical and statistical testing of hypotheses, derive insights and develop recommendations']"
DSN-TDR-3005-1.1,Technical Craft,"['Manage the composition of precise and detailed drawings that visually communicate how designs function, or are produced, to guide the construction.', 'Utilise instruments and computer-aided design (CAD) systems to create precise drawings for development.', 'Oversee the creation of detailed drawings and specifications to ensure precision and accuracy.', 'Establish guidelines and standards for technical drawing, and initiate use of the latest instruments and systems to create precise and detailed drawings for development.', 'Utilise instruments and computer-aided design (CAD) systems to create precise drawings for development.', 'Oversee the creation of detailed drawings and specifications to ensure precision and accuracy.', 'Establish guidelines and standards for technical drawing, and initiate use of the latest instruments and systems to create precise and detailed drawings for development']"
DSN-DES-3007-1.1-1,Technical Craft,"[""Conceptualise and enhance the users' interactions and engagement with products and services by integrating elements of interaction design, information architecture, information design, visual interface design, user assistance design and user-centered design."", 'Design User Experience (UX) elements using sketches, storyboards, wireframes and user flowcharts based on user requirements and expectations.', 'Develop User Experience (UX) design concepts, develop user flow charts and drive modifications or enhancements to products and service features.', 'Formulate guiding principles and philosophies of the User Experience (UX) by guiding teams on key design decisions, functionalities and technical and financial viability.', 'Support User Experience (UX) design through research insights and user feedback which are to be incorporated in the design of specific UX elements.', 'Design User Experience (UX) elements using sketches, storyboards, wireframes and user flowcharts based on user requirements and expectations.', 'Develop User Experience (UX) design concepts, develop user flow charts and drive modifications or enhancements to products and service features.', 'Formulate guiding principles and philosophies of the User Experience (UX) by guiding teams on key design decisions, functionalities and technical and financial viability']"
DSN-PMN-3022-1.1,Technical Craft,"['Conduct and manage user tests to validate the feasibility of design, evaluate its functionality and ease of use as part of a user-centred design process.', 'Analyse users’ desired needs to identify and design solutions.', 'and conduct observation studies to uncover usability issues in the organisation’s products.', 'Oversee user testing activities to create design concepts and solutions, and develop test plans for the conduct of observation studies involving different levels of experienced users, to evaluate the organisation’s products’ ease of use.', 'Establish user needs analysis frameworks to anticipate users’ future needs and establish test metrics and goals for usability testing.', 'Analyse users’ desired needs to identify and design solutions.', 'and conduct observation studies to uncover usability issues in the organisation’s products.', 'Analyse users’ desired needs to identify and design solutions.', 'and conduct observation studies to uncover usability issues in the organisation’s products.', 'Oversee user testing activities to create design concepts and solutions, and develop test plans for the conduct of observation studies involving different levels of experienced users, to evaluate the organisation’s products’ ease of use.', 'Oversee user testing activities to create design concepts and solutions, and develop test plans for the conduct of observation studies involving different levels of experienced users, to evaluate the organisation’s products’ ease of use.', 'Establish user needs analysis frameworks to anticipate users’ future needs and establish test metrics and goals for usability testing']"
ECC-DCH-3023-1.1,Child Learning and Development,"['Use information from observation and documentation of children’s learning and development to design appropriate child-centric learning experiences.', 'Make adaptations to the learning environment and experiences based on information gathered about children’s development through observation and documentation.', 'Customise learning experiences and learning environment based on the information gathered on children’s learning and development using different assessment methods.', 'Promote the use of a variety of assessment methods to gather information on children’s development to plan appropriate curriculum and effective instruction and to design child-centric learning experiences and create a conducive learning environment.', 'Advocate the importance of assessment and drive the adoption of emerging assessment tools and good practices in child assessment to create child-centric learning experiences']"
ECC-DCH-2024-1.1,Child Learning and Development,"['Perform observation and documentation of children’s learning and development to gain an in-depth understanding of each child.', 'Carry out observation and documentation of children’s learning and development.', 'Apply strategies to observe and document children’s learning and development and develop appropriate activities based on documented findings.', 'Lead adoption and refinement of observation and documentation tools to enhance teaching effectiveness and reinforce and extend children’s learning and development.', 'Drive the development and review of observation and documentation tools while providing guidance to Centres to enhance teaching and learning effectiveness']"
ECC-PPR-1017-1.1,Child Learning and Development,"['Implement diversity and inclusion practices and strategies to raise awareness and ensure meaningful participation for all children.', 'Comply with the principles of diversity and inclusion in daily interactions and conduct of activities with children, under guidance.', 'Apply principles of diversity and inclusion in interactions and implementation of activities for children.', 'Mentor educators to apply principles of diversity and inclusion in the interactions and activities for children.', 'Promote the importance and integration of diversity and inclusion in the interactions, design and conduct of programmes and activities for children within the Centre through guiding and evaluating developmentally appropriate child supervision strategies and guidance techniques to cater to children’s diverse needs.', 'Engender a culture of diversity and inclusion in the Centre through curriculum leadership, staff training and partnerships with stakeholders.', 'Review structures, processes and approaches and provide relevant teacher training to enable diversity and inclusion in children’s learning, interaction and activities']"
ECC-CLD-3002-1.1,Child Learning and Development,"['Design culturally and developmentally appropriate curriculum for holistic learning experiences for children of all levels including infants.', 'Implement developmentally appropriate learning experiences and make adaptations to the learning environments to support children’s interaction.', 'Customise learning experiences according to children’s developmental stages, needs and interests.', 'Evaluate the Centre’s curriculum approaches to incorporate key theories, trends and good practices to ensure holistic learning experiences.', 'Drive the development and review of curriculum for Centres, according to national guidelines and evidence-based research']"
ECC-CLD-3003-1.1,Child Learning and Development,"['Plan and implement developmentally appropriate pedagogical practice to engage children meaningfully.', 'Implement developmentally appropriate pedagogical practices to engage children during daily learning experiences and activities.', 'Plan customised and developmentally appropriate pedagogical practices according to diverse needs of children to facilitate meaningful daily learning experiences and activities.', 'Develop Centre’s pedagogical practices and lead educators to implement developmentally appropriate pedagogical practices to facilitate care and meaningful daily learning experiences.', 'Drive the review and development of pedagogical practices for Centres to facilitate meaningful daily learning experiences and activities for children across Centres']"
ECC-CLD-3004-1.1,Child Learning and Development,"['Plan and implement developmentally appropriate Early Childhood programmes.', 'Implement developmentally appropriate programmes for children of different age groups and needs.', 'Plan developmentally appropriate programmes for children of different age groups and needs.', 'Formulate the Centre’s programme objectives, structure and implementation to ensure that they cater to the development and wellbeing of children of various age groups and needs.', 'Drive the review of programme planning and implementation across Centres to ensure alignment with organization’s philosophy of teaching and learning']"
ECC-CLD-3005-1.1,Child Learning and Development,"['Design learning environment to meet children’s specific developmental and learning needs.', 'Design quality indoor and outdoor learning environment according to children’s developmental milestones to engage children purposefully.', 'Guide the design of learning environment to ensure a purposeful integration of learning approaches for children of different age groups and needs.', 'Review the design of Centre’s learning environment to ensure alignment to Centre’s teaching philosophy, vision, mission, values, and programmes.', 'Drive the planning and development of strategies for quality learning environment for Centres']"
ECC-CSW-2001-1.1,Child Safety and Well-Being,"['Implement safety standards and procedures, and appropriate courses of action to ensure the safety and protection of children.', 'Implement safety procedures and appropriate courses of action in accordance to Centre’s standard operating procedures and sector’s regulations to ensure the safety and protection of children.', 'Ensure adherence to Centre’s procedures for management of accidents, emergencies and suspected child abuse and neglect.', 'Develop safety standards, procedures and appropriate courses of action to ensure the safety and protection of children.', 'Establish policies and processes on safety standards and procedures, and appropriate course of action for the safety and protection of children']"
ECC-CSW-2002-1.1,Child Safety and Well-Being,"['Establish health, hygiene and nutrition standards and procedures that support children’s development.', 'Implement Centre’s health, hygiene and nutritional standards and procedures.', 'Adapt health, hygiene and nutritional approaches to meet the diverse needs of children.', 'Review health, hygiene and nutritional standards and procedures for improvements.', 'Support the development and improvements of health, hygiene and nutritional standards and procedures.', 'Establish health, nutritional and hygiene standards and procedures']"
ECC-CSW-2003-1.1,Child Safety and Well-Being,"['Develop trusting and respectful relationships with children.', 'Foster trusting and respectful relationships with children through positive interactions.', 'Deepen relationships with children through positive interactions.', 'Mentor staff to develop and enhance trusting and respectful relationships with children.', 'Guide Centres in enhancing trusting and respectful relationships with children']"
ECC-CSW-2004-1.1,Child Safety and Well-Being,"[""Provide appropriate and quality caregiving approaches to create a nurturing, caring and safe environment that supports children's learning and development."", 'Provide appropriate caregiving approaches to children.', 'Customise caregiving approaches to the specific needs of children.', 'Monitor and review caregiving approaches and practices for improvement.', 'Drive the development and improvements for caregiving approaches and practices for Centres']"
ECC-DCH-2001-1.1-1,Early Intervention and Learning Support Development,"[""Assess the child's functional needs for appropriate intervention."", 'Identify the functional needs of the child under supervision.', 'Assess the functional needs of the child, integrating different transdisciplinary perspectives into the assessment.', 'Determine gaps and improvements for assessments of functional needs of the child.', 'Drive new assessment methods and improvements to assessment methods on the functional needs of the child.', 'Collect information on the functional needs of the child.', 'Identify the functional needs of the child under supervision.', 'Assess the functional needs of the child, integrating different transdisciplinary perspectives into the assessment.', 'Assess gaps and improvements for assessments of functional needs of the child.', 'Drive new assessment methods and/or improvements to assessment methods on the functional needs of the child']"
ECC-PPR-3018-1.1,Early Intervention and Learning Support Development,"['Manage Early Childhood screening and assessment to gather information, and work with specialist professionals to meet child needs.', 'Conduct screening and assessment of children’s strengths and needs according to their developmental milestones, and formulate interventions plan based on data gathered from the screening and assessment.', 'Guide colleagues on the case conceptualisation and intervention plan formulation based on the data gathered from screening and assessment.', 'Manage the supervision of colleagues to ensure that the intervention is planned according to the child’s development milestones and principles.', 'Synergise the implementation of structures to ensure quality in the screening, assessment, intervention and evaluation process']"
ECC-CLD-3006-1.1,Early Intervention and Learning Support Development,"['Design and implement curriculum to cater the developmental needs of children.', 'Develop activities and lessons to be implemented according to Centre’s curriculum framework and guiding principles.', 'Review lesson plans while analysing the range of factors and principles that influence learning and design.', 'Develop Centre’s curricula to latest frameworks, trends and practices.', 'Lead the enhancements of curricula development and design by reviewing the curricula developed to latest frameworks, trends and practices']"
ECC-DCH-2003-1.1,Early Intervention and Learning Support Development,"['Understand and apply different approaches and models of early intervention childhood care and education, as well as the social dynamics of learning in an early intervention context.', 'Apply key principles of Early Intervention with guidance.', 'Demonstrate key principles of Early Intervention and transdisciplinary practices and approaches independently.', 'Integrate transdisciplinary approaches in Early Intervention and provide guidance for interventions.', 'Evaluate practices to ensure they are aligned to Early Intervention principles.', 'Drive enhancements to practices in the Centre to better align to Early Intervention principles.', 'Support professionals in Early Intervention.', 'Apply key principles of Early Intervention under supervision.', 'Apply key principles of Early Intervention and transdisciplinary practices and approaches independently.', 'Integrate transdisciplinary approaches in Early Intervention and provide guidance for interventions.', 'Monitor practices to ensure they are aligned to Early Intervention principles.', 'Drive enhancements to practices in the centre to better align to Early Intervention principles']"
ECC-DCH-2006-1.1-1,Early Intervention and Learning Support Development,"['Develop and implement intervention plans that integrate the goals, needs, interests and capabilities of children with the desired functional outcomes.', 'Apply appropriate strategies to plan and deliver developmentally appropriate teaching and learning approaches to meet the needs of children.', 'Integrate a range of teaching and learning approaches and adapt activities to meet the diverse needs of children.', 'Implement teaching and learning approaches according to evidence-based practices and early intervention principles to meet diverse needs of children.', 'Lead the development and implementation of teaching and learning approaches and Centre-wide early intervention practices.', 'Drive enhancements to teaching and learning approaches and organisation-wide early intervention practices.', 'Contribute to the planning and implementation of teaching and learning approaches.', 'Apply appropriate strategies to plan and deliver developmentally appropriate teaching and learning approaches to meet the needs of children.', 'Integrate a range of teaching and learning approaches and adapt activities to meet the diverse needs of children.', 'Implement teaching and learning approaches according to evidence based practices and early intervention principles to meet diverse needs of children.', 'Lead the development and implementation of teaching and learning approaches and centre-wide early intervention practices.', 'Drive enhancements to teaching and learning approaches and organisation-wide early intervention practices']"
ECC-CLD-3007-1.1,Early Intervention and Learning Support Development,"['Plan and implement Learning Support sessions to meet specific developmental and learning needs of children.', 'Develop tailored Learning Support sessions to be implemented for children with developmental needs.', 'Guide the planning and implementation of tailored Learning Support sessions for children with developmental needs.', 'Evaluate tailored Learning Support session plans for children with developmental needs.', 'Drive the planning and development of strategies and endorse tailored Learning Support session plans for children across the Cluster']"
ECC-DCH-4025-1.1,Early Intervention and Learning Support Development,"['Develop, implement and monitor programmes for children with developmental needs, their families or related stakeholders.', 'Manage Centre-level programmes.', 'Refine the planning, implementation and evaluation of programmes for scaling up across multiple Centres.', 'Influence sector-wide development, implementation and review of programmes through advocacy of rigorous methodologies of planning, implementation and evaluation']"
ECC-CFC-2055-1.1,Family and Community Partnership,"['Establish and foster partnerships with community stakeholders through a culture of collaboration to develop mutually beneficial programmes for children and families.', 'Engage community stakeholders to develop collaborative projects.', 'Foster collaborations with community stakeholders.', 'Co-lead collaborative projects with community stakeholders.', 'Lead the establishment of professional collaborations with the community.', 'Drive culture of professional collaboration with community stakeholders across Centres']"
ECC-DCH-1004-1.1-1,Family and Community Partnership,"[""Recognise the central role of the family in every child's life and develop strategies for family engagement, nurturing trust and rapport building capabilities in a family to enhance child’s developmental outcome."", 'Facilitate the involvement of families and caregivers in collaborative programmes.', 'Support families and caregivers in shaping the development of their children under supervision.', 'Engage families and caregivers through the Centre’s collaborative programmes and activities to guide them in decision making for the child.', 'Develop partnerships with families and caregivers.', 'Establish partnerships with parents and families to develop a climate of care, respect and trust among Early Childhood and Early Intervention teachers, families and caregivers.', 'Drive culture of strategic and sustained collaborations with families and caregivers to support the development of children across Centres']"
ECC-PPR-2019-1.1,Family and Community Partnership,"['Manage challenging situations with families and community to build consensus among stakeholders and achieve resolutions effectively.', 'Identify the key drivers for challenging situations.', 'Apply effective stakeholder management strategies to facilitate the resolution of challenging situations.', 'Develop and review the effectiveness of strategies, processes, and workplace practices for managing challenging situations.', 'Establish policies and procedures for effective management of challenging situations across Centres']"
ECC-PIN-3025-1.1,Operations and Management,"['Manage Centre’s innovation activities and adoption of change to drive organisational success.', 'Support innovation and change initiatives within the Centre and recognise the impact of change on stakeholders.', 'Implement innovation and change within the Centre by working with management to gain stakeholders’ support for innovation and change to enhance children’s learning and development.', 'Establish the Centre’s innovation and change management strategies and policies and mobilise internal resources to support critical transformations.', 'Create an environment conducive for innovation and change and share best practices across the Cluster']"
ECC-DAT-3025-1.1,Operations and Management,"['Gather and use data and information for planning, monitoring and review.', 'Collect child personal and development related data and information in adherence to Centre’s guidelines and Standard Operating Procedures (SOPs) on management of private and confidential information.', 'Study and interpret child personal and development related data and information in compliance to Centre’s guidelines and SOPs on management of private and confidential information.', 'Identify, manage and analyse data and information collected for planning, monitoring and reviewing of child development programmes and Centre’s operations.', 'Develop guidelines and SOPs for collection and management of data and information and drive the use of analysed data and information to improve child development programmes and Centre’s operations']"
ECC-CFI-3007-1.1,Operations and Management,"['Manage organisation’s short and long-term financial needs while reviewing the organisation’s financial risk position and refining its financial plan.', 'Plan budget to meet the needs of the centre and monitor the use of funds to ensure accountability.', 'Ensure that budget and financial processes support Centre’s objectives and are in line with organisation’s strategic directions.', 'Lead the management of the organisation’s short and long-term financial performance and financial risk management philosophy']"
ECC-CGP-4024-1.1,Operations and Management,"['Manage organisation’s operational effectiveness and efficiency in accordance with regulatory frameworks and requirements.', 'Manage resources, systems and processes to ensure operational efficiency in the Centre and business continuity during emergencies in compliance with relevant standards.', 'Establish resources, systems and processes to ensure operational efficiency in the Centre and business continuity during emergencies in compliance with relevant standards.', 'Drive alignment of plans, systems and processes to ensure operational efficiency and business continuity during emergencies across Centres']"
ECC-SPI-4014-1.1,Operations and Management,"['Foster shared vision and mission among educators and guide them to ensure alignment of their daily work to the Centre’s long-term objectives.', 'Guide team to align programmes and goals to the Centre’s vision, mission and values.', 'Develop and review Centre’s vision, mission and values and formulate a strategic plan and set directions to guide the Centre to achieve its goals.', 'Oversee Centres’ alignment to their vision, mission and values and provide relevant guidance in the development and implementation of their strategic plans']"
ECC-LDD-2025-1.1,Professional Practice and Development,"['Develop and foster a culture of coaching and mentoring.', 'Coach and mentor colleagues.', 'Implement coaching and mentoring models and methods to address specific colleagues’ developmental needs.', 'Develop team leaders’ coaching and mentoring capabilities to build a culture of mentoring in the Centre.', 'Establish plans and structures to engender a culture of mentoring within the Cluster']"
ECC-PPR-2020-1.1,Professional Practice and Development,"['Analyse services, contributions and perspectives across disciplines, and implement collaborative practices to provide caregiving and education for all children.', 'Participate in collaborative practices to provide integrated caregiving and education for all children.', 'Identify stakeholders to participate and conduct collaborative practices with to provide integrated caregiving and education for all children.', 'Supervise the team on collaborative practices to provide integrated caregiving and education for all children.', 'Design processes for collaborative practices facilitation in the Centre to provide integrated caregiving and education for all children.', 'Drive collaborative practices in the organisation to provide integrated caregiving and education for all children and ensure alignment across Centres']"
ECC-PPR-2021-1.1,Professional Practice and Development,"['Undertake systematic and data-driven investigations with other professionals to reflect, evaluate and innovate to improve their professional practice.', 'Support practitioner inquiry with guidance from colleagues.', 'Participate in practitioner inquiry with guidance from colleagues.', 'Conduct inquiry projects through guiding colleagues to conduct inquiry on their practice based on identified topics.', 'Oversee inquiry projects in the Centre by harnessing research findings to review, innovate and design the curriculum and pedagogical approaches.', 'Drive culture of practitioner inquiry, structures and processes to enable and equip educators with the tools for practitioner inquiry across Centres']"
ECC-PPR-2022-1.1,Professional Practice and Development,"['Provide professional advice in response to requests from various stakeholders.', 'Provide professional advice in engagements with caregivers, families and Early Childhood educators.', 'Provide professional advice in engagements with peers and other professionals in a transdisciplinary or multidisciplinary setting.', 'Provide professional advice in engagements within the organisation and with external organisations in a transdisciplinary or multidisciplinary setting.', 'Drive standards and practices in professional consultation within the organisation.', 'Lead professional training and consultation to shape practices in the sector']"
ECC-PPR-2023-1.1,Professional Practice and Development,"['Engage in regular reflection to continuously improve professional practice.', 'Reflect on the impact of one’s beliefs, values and actions to adapt practice accordingly, with guidance from colleagues.', 'Engage in a systematic reflection to critically evaluate one’s beliefs, values and practices against child development theories and pedagogical knowledge to improve practice.', 'Lead reflective practice efforts to bring about improvements in practice.', 'Foster a culture of reflective practice through providing opportunities for reflection and sharing in the Centre to improve professional practice.', 'Enhance structures and processes to provide relevant training on continuous professional learning and improvement through reflective practice']"
ECC-PPR-2012-1.1-1,Professional Practice and Development,"['Practise activities that enhance overall health and well-being to enable continued practice as a professional in the sector.', 'Apply self-care and stress management techniques to enhance one’s well-being.', 'Develop self-care plans to manage one’s stress.', 'Provide support to staff in managing their stress and emotions.', 'Set policies and systems to help staff build resilience and overcome barriers to effective management of health and well-being.', 'Establish systems and processes to build and sustain a culture of resilience and self-care across the Centres']"
ECC-COM-3006-1.1,Workforce Development and Engagement,"['Drive staff communication and engagement to achieve Centre’s goals.', 'Implement staff communication plans and engagement initiatives.', 'Develop staff communication plans and engagement programmes within the Centre']"
ECC-LPM-3004-1.1,Workforce Development and Engagement,"['Manage staff’s continuous learning activities to maximise staff’s potential and capabilities to contribute to the Centre and Cluster.', 'Support staff in developing their skills by facilitating learning opportunities and coaching them.', 'Drive learning and development within Centre in alignment to Centre’s goals.', 'Foster a culture of continuous learning by putting in place structures and processes to support staff’s continuous learning and setting measures to assess effectiveness of these learning strategies within and across Centres']"
ECC-LPM-4005-1.1,Workforce Development and Engagement,"['Manage staff performance by developing systems and processes to ensure key performance indicators are met.', 'Implement strategies to manage staff performance and manpower resourcing.', 'Develop manpower resourcing and performance management strategies to achieve desired organisational goals and succession planning.', 'Evaluate developed manpower resourcing strategies and performance management systems']"
ELE-RAO-1001-1.1,Automation Management,"['Ensure smooth automation operations by maintaining and monitoring the automated systems and manufacturing process flows.', 'Operate automated robots & system to monitor the performance of robots & system to maximise manufacturing efficiency.', 'Set up Programmable Logic Control (PLC) based on control requirements to monitor inputs and outputs, and makes logic-based decisions for automated processes or machines.', 'Rectify automation system breakdown to achieve minimum disruption to operation problems..', 'Manage the operations of the Manufacturing Execution System (MES) using tracking tool to track tools and lot status and determine follow action for abnormalities.', 'Operate automated robots and system to monitor the performance of robots and systems to maximise manufacturing efficiency.', 'Set up programmable logic control (PLC) based on control requirements to monitor inputs and outputs, and make logic-based decisions for automated processes or machines.', 'Rectify automation system breakdowns to achieve minimum disruption to operation problems.', 'Manage the operations of the Manufacturing Execution System (MES) using tracking tools to track equipment and lot status and determine follow-up actions for abnormalities.', 'Operate automated robots and system to monitor the performance of robots and systems to maximise manufacturing efficiency.', 'Set up programmable logic control (PLC) based on control requirements to monitor inputs and outputs, and make logic-based decisions for automated processes or machines  .', 'Rectify automation system breakdowns to achieve minimum disruption to operation problems.', 'Manage the operations of the manufacturing execution system (MES) using tracking tools to track tools and lot status and determine follow-up actions for abnormalities']"
ELE-RAO-4002-1.1,Automation Management,"['Design and commission automated systems as well as evaluate the system design specification against functional requirements.', 'Develop automation system installation and commissioning plan taking into account on space constraints, process constraints, unique process tool requirements and priority loading.', 'Design automation control by applying the fundamental of pneumatic, electro-pneumatic, programmable logic controllers and factory automation during the design stage.', 'Develop automation systems taking into account space constraints, process constraints, unique process tool requirements and priority loading.', 'Design automation controls by applying the fundamental of pneumatic, electro-pneumatic, programmable logic controllers (PLCs) and factory automation during the design stage.', 'Select, assemble and test handling systems for automated manufacturing systems.', 'Programme, test and debug programmable logic controllers (PLCs).', 'Apply robots and robotic systems in manufacturing operations.', 'Develop automation systems, taking into account space constraints, process constraints, unique process tool requirements and priority loading.', 'Design automation controls by applying the fundamental of pneumatic, electro-pneumatic, programmable logic controllers (PLCs) and factory automation during the design stage']"
ELE-RAO-1004-1.1,Automation Management,"['Maintain automation systems to meet operation requirements as well as propose strategies for the automation systems performance improvement.', 'Carry out autonomous maintenance activities on machines and equipment.', 'Perform inspection and plan for any parts replacement needed related to wear and tear.', 'Maintain automation system and interpret system performance metrics for performance verification.', 'Manage major automation system maintenance and troubleshoot abnormality to ensure prompt system recovery.', 'Formulate strategies for automation system performance improvement through the analysis of automation system performance metrics']"
