id,job_label,tokenized_sentences,sector_label
31571.AIR.03.003,Ramp and Technical Ramp Services,"['The smooth running of ramp or technical ramp operations is overseen by a Supervisor (Ramp/Technical Ramp).', 'Responsibilities cover managing manpower and equipment resources, resolving operational issues, conducting periodic safety and security checks, and investigating breaches.', 'The role also involves mentoring team members and direct reports, as well as resolving team conflicts, grievances and disputes.', 'The Supervisor must be proficient in using technological tools and show a good understanding of customer and stakeholder needs.', 'Strong communication, interpersonal, and supervisory skills are needed to interact with people at all levels, and good time management skills come into play when handling stressful situations and tight time constraints.', 'A Class 3 Driving Licence and an Airfield Driving Permit (ADP) are prerequisites for operating vehicles and equipment, and the job entails shift duties to accommodate round-the-clock flight arrivals and departures.', 'Act as mentor to team members and/or direct reports', 'Address day-to-day issues during ramp/technical ramp operations', 'Administer and ensure smooth running of ramp/technical ramp operations', 'Assign tasks and rosters to team members using Internet of Things (IoT) devices', 'Carry out safety and/or security checks in the workplace', 'Determine manpower and equipment requirements for ground handling services and operations', 'Enforce compliance to safety and/or security standards in the workplace', 'Ensure all GSE are parked in Equipment Staging Area (ESA)', 'Investigate irregularities detected during ramp/technical ramp operations', 'Investigate root causes of breaches in safety and/or security standards', 'Log and report hazards identified during ramp/technical ramp operations', 'Manage replacement of malfunctioning Ground Support Equipment (GSE)', 'Manage staff conflicts, grievances and disputes', 'Prepare reports on irregularities during ramp/technical ramp operations', 'Provide coaching and feedback to improve team performance', 'Provide on-the-job training to enhance capabilities of team members and/or direct reports', 'Update operational information and instructions to team members using IoT devices']",Air Transport
31571.AIR.04.004,Ramp and Technical Ramp Services,"['An Executive (Ramp / Technical Ramp) performs regular audits to ensure that ramp / technical ramp operations comply with Standard Operating Procedures (SOPs).', 'This individual recommends enhancements to address areas of non-compliance, improves operational efficiencies and develops action plans to prevent safety and security issues from recurring.', 'Responsibilities also include developing workplace learning plans and on-the-job training programmes to enhance the capabilities of teams.', 'Besides having sound knowledge of airport operations and ramp / technical ramp procedures, the Executive has strong analytical abilities to identify root causes of ground handling-related delays and their potential implications.', 'The individual is also results-oriented and has excellent communication and interpersonal skills.', 'High computer literacy and competence in learning orientation are needed to determine learning and developmental needs of team members.', 'Address internal or external audit issues', 'Analyse irregularities reported and propose changes to improve current ramp/technical ramp processes', 'Collaborate with airline representatives to manage ground handling services and operations', 'Conduct audits to determine adherence of ramp/technical ramp operations to SOPs', 'Develop on-the-job training programmes', 'Develop workplace learning plans', 'Enforce a strong safety and/or security culture in the workplace', 'Enhance Standard Operating Procedures (SOPs) to ensure alignment with safety and regulatory requirements', 'Implement corrective actions to address and rectify aircraft damages during ramp/technical ramp operations', 'Investigate reports of hazards identified during ramp/technical ramp operations and propose actions to eliminate hazards', 'Recommend action plans to prevent future safety and/or security breaches', 'Recommend enhancements to GSE to improve efficiency of ramp/technical ramp operations', 'Resolve operational, manpower and Ground Support Equipment (GSE) issues prior to ramp/technical ramp operations']",Air Transport
13243.AIR.07.005,Ramp and Technical Ramp Services,"['Collaboration efforts with airport agencies and airlines to improve ground handling standards and performance are led by a Manager (Ramp / Technical Ramp).', 'Responsibilities incorporate updating Standard Operating Procedures (SOPs) to reflect changes in technology, regulatory requirements and performance expectations, and leading the development of SOPs and systems to mitigate safety and security risks.', 'The role also entails monitoring adherence to safety and security standards, developing the technical capabilities of teams and keeping team morale high.', 'Additionally, the Manager proposes new productivity and innovation initiatives for the organisation and develops partnerships with a broad group of internal and external stakeholders.', 'This role calls for strong interpersonal and stakeholder management skills to build and maintain stakeholder relationships, as well as strategic thinking capabilities and foresight for formulating ramp / technical ramp operational plans.', 'The individual must also be adaptable and respond to stressful situations within tight time frames.', 'Other requirements include excellent communication and people management skills, as well as strong computer literacy.', 'Address complaints and key concerns impacting staff morale and performance', ""Analyse customers' needs to modify products and services"", 'Collaborate with airlines and authorities to develop Standard Operating Procedures (SOPs)', 'Collaborate with airport agencies and airlines to enhance ground handling services standards and expectations', 'Conduct interviews and make hiring decisions', 'Develop solutions to eliminate hazards for ramp/technical ramp operations', 'Develop staff through capability development and coaching', 'Develop strategies for ramp/technical ramp operations', 'Develop strategies to minimise cost impact of aircraft damages and operational irregularities during ramp/technical ramp operations', 'Develop systems to monitor adherence to safety and/or security standards', 'Endorse proposed changes to current ramp/technical ramp processes based on irregularities reported', 'Identify safety and/or security risks and develop plans to mitigate identified risks', 'Implement modifications of ramp/technical ramp operations in tandem with technological changes, compliance changes and airlines expectations', 'Lead change management in the organisation', 'Lead continuous improvement projects to improve safety and/or security in the workplace', 'Present updates to departments and authorities regarding aircraft schedules, requirements and services needed', 'Propose initiatives to enhance productivity and innovation', 'Recommend new products and services', 'Strategise plans to communicate changes to SOPs']",Air Transport
51390.AIR.02.001,Catering Services,"['A Catering Assistant performs catering services, such as handling logistics to supply fresh ingredients, preparing in-flight meals and delivering meals to aircraft.', 'The individual also checks flight kitchens to ensure their compliance with safety, hygiene and food disposal practices.', 'This Assistant must be familiar with proper housekeeping procedures and food safety standards to do the job effectively.', 'Being detail-oriented and having the ability to work well with others is vital as well.', 'A Class 3 Driving Licence and an Airfield Driving Permit (ADP) are needed to operate vehicles and transport food carts.', 'The individual works shifts to accommodate round-the-clock flight arrivals and departures.', 'Acquire food order information from flight catering information systems', 'Carry out meal portioning', 'Check disposal procedures for food waste', 'Check flight kitchens to ensure safe and hygienic work practices', 'Check raw materials to ensure compliance with specifications', 'Dispose meal waste from aircraft', 'Drive catering vehicles between flight kitchens and aircraft', 'Identify and report breaches of safety and security standards', 'Load and off-load food carts between flight kitchens and catering vehicles', 'Load in-flight meals onto aircraft in accordance to cabin loading plans', 'Operate Autonomous Guided Vehicles/Autonomous Vehicles (AGV/AVs) to transport food items between food stores and meal tray assembly lines', 'Pack beverages and dry store products onto carts', 'Prepare meal trays', 'Prepare meals for passengers with special requirements', 'Process raw materials for cooking', 'Test and record the temperature of in-flight meals', 'Understand and follow safety and security standards']",Air Transport
14122.AIR.02.002,Catering Services,"['A Catering Officer coordinates the administration of catering services, such as conducting quality checks on in-flight meals and monitoring the loading and unloading of food carts.', 'This individual facilitates work processes to address hygiene and quality gaps identified in audit findings, executes safety and security measures and mentors team members.', ""The Officer is knowledgeable about meal preparation and the organisation's food safety practices and other regulations."", 'This detail-oriented individual has good time management and interpersonal skills and works well with others.', 'A Class 3 Driving Licence and an Airfield Driving Permit (ADP) to operate vehicles and transport food carts are a must.', 'The job calls for shift work to accommodate round-the-clock flight arrivals and departures.', 'Act as a mentor to team members', 'Address issues with Autonomous Guided Vehicles/Autonomous Vehicles (AGV/AVs)', 'Assign tasks to Catering Assistants   for the delivery of catering services', 'Assign tasks to Catering Assistants to perform catering services operations', 'Carry out checks on the quantity and classification of food based on order information', 'Check meal trays to ensure airline specifications are followed', 'Check meal trays with special requirements', 'Check the loading and off-loading of food carts from flight kitchens and catering vehicles', 'Document food hygiene and quality audit findings', 'Ensure food hygiene and quality standards are followed', 'Examine food carts set for delivery', 'Interpret and follow safety and security standards for teams', 'Monitor the loading of in-flight meals in accordance with cabin loading plans', 'Process raw materials based on menu cycles and projected passenger loads', 'Provide on-the-job training to team members on day-to-day tasks', 'Report breaches in safety and security standards to relevant authorities', 'Verify all meal orders with airlines']",Air Transport
14122.AIR.01.003,Catering Services,"['In overseeing the smooth operation of flight catering services, a Supervisor (Production/Catering-Cabin) also resolves issues regarding in-flight catering process flows and implements continuous improvement initiatives to address gaps identified in quality audits.', 'This individual conducts safety and security checks and resolves team conflicts, grievances and disputes.', ""A proficient understanding of catering services and the organisation's food safety practices and regulations is a must."", 'As a team leader, the Supervisor must have strong people management, communication and interpersonal skills.', 'A Class 3 Driving Licence and an Airfield Driving Permit (ADP) are necessary to operate various equipment and vehicles in compliance with established safety regulations.', 'The individual works shifts to accommodate round-the-clock flight arrivals and departures.', 'Act as mentor to team members and/or direct reports', 'Administer in-flight catering process flows', 'Allocate resources for quality assurance monitoring', 'Calculate raw material requirements based on airline route schedules and passenger loads', 'Carry out safety and/or security checks in the workplace', 'Consolidate customer feedback regarding in-flight meals', 'Enforce compliance of safety and security standards in the workplace', 'Evaluate findings of food hygiene and quality audits', 'Investigate root causes of breaches in safety and security standards', 'Manage staff conflicts, grievances and disputes', 'Monitor all aspects of in-flight catering process flows', 'Plan operational work schedules', 'Plan operational work schedules in alignment with airline schedules', 'Prepare short-term manpower plans to meet delivery schedules', 'Prepare short-term manpower plans to meet production schedules', 'Propose continuous improvement plans to enhance food hygiene and quality standards', 'Provide coaching and feedback to improve team performance', 'Provide on-the-job training to enhance capabilities of team members and/or direct reports', 'Resolve day-to-day issues pertaining to delivery of catering services', 'Resolve issues encountered during in-flight catering production']",Air Transport
14122.AIR.02.004,Catering Services,"['An Executive (Production/Catering-Cabin) collaborates with airlines to determine current service levels and implement resource optimisation work plans.', 'This individual also presents food hygiene and quality audit findings to higher authorities.', 'Other duties include developing action plans to address and prevent the recurrence of safety and security issues, deploying manpower resources to meet production schedules, and establishing on-the-job training programmes and workplace learning plans to improve the capabilities of teams.', 'Sound knowledge of airport catering services operations and food production processes is a must, as is the ability to multitask and manage assigned teams in stressful situations within tight time frames.', 'Additionally, this Executive has excellent communication, interpersonal and people management skills to engage with individuals at all levels and oversee staff matters.', 'Address internal or external audit issues', 'Advise supervisors and/or team leads in the execution of new policies', 'Analyse customer feedback on in-flight meals', 'Determine raw material requirements based on airline route schedules, passenger loads and demand projections', 'Develop long-term manpower plans to meet delivery schedules', 'Develop long-term manpower plans to meet production schedules', 'Develop on-the-job training programmes', 'Develop workplace learning plans', 'Discuss cabin loading requirements with airlines and authorities', 'Enforce a strong safety and/or security culture in the workplace', 'Implement Research and Development (R&D) initiatives to improve food quality standards', 'Implement solutions to reduce in-flight meal waste', 'Optimise manpower resources to deliver catering services', 'Present customer satisfaction analysis to higher authorities', 'Present food hygiene and quality audit findings to higher authorities', 'Propose plans to ensure functionality of catering vehicles for daily operations', 'Recommend action plans to prevent future safety and security breaches', 'Review inspection standards and procedures for raw materials', 'Review team performance against targets set in SLAs', 'Review team performance against targets set in Service Level Agreements (SLAs)']",Air Transport
14122.AIR.02.005,Catering Services,"['A Manager (Production / Catering-Cabin) leads collaborative efforts with other departments and airlines to review catering operations and ensure their compliance with food hygiene and quality standards.', 'The role encompasses driving continuous improvement and business development initiatives to improve productivity and meet customer needs, as well as developing Standard Operating Procedures (SOPs) and systems to mitigate safety and security risks.', 'It also entails overseeing adherence to safety and security standards, developing the technical capabilities of teams through coaching and maintaining team morale.', 'This Manager has in-depth knowledge of supply chain operations, food handling and production processes in the airline industry, and also displays remarkable interpersonal and stakeholder management skills in building and maintaining relationships with internal and external stakeholders.', 'Besides strong communication and people management skills to lead staff and teams, the individual must also have extensive knowledge of international and organisational policy requirements and quality and hygiene regulations.', 'Address complaints and key concerns impacting staff morale and performance', ""Analyse customers' needs to modify products and services"", 'Conduct interviews and make hiring decisions', 'Develop corrective actions to address audit findings', 'Develop staff through capability development and coaching', 'Develop systems to monitor adherence to safety and security standards', 'Devise improvement plans to increase customer satisfaction based on feedback and analysis', 'Devise procedures to recycle unconsumed shelf-stable food products and beverages', 'Drive Research and Development (R&D) projects to enhance food production processes', 'Drive strategies to enhance performance against targets set in Service Level Agreements (SLAs)', 'Establish strategies to enhance performance against targets set in SLAs', 'Establish targets for food hygiene and quality standard audits', 'Identify safety and security risks and develop plans to mitigate identified risks', 'Implement solutions to reduce logistics costs', 'Lead change management in the organisation', 'Lead continuous improvement projects to improve safety and security in the workplace', 'Oversee scheduled reviews of flight kitchens', 'Propose initiatives to enhance productivity and innovation', 'Recommend new products and services to customers']",Air Transport
11203.AIR.01.006,"Baggage Services, Flight Operations, Load Control Services, Technical Services, Cargo Operations, Ramp and Technical Ramp Services, Catering Services","[""A Vice President for airport ground handling services and operations formulates strategies for such services and operations, and ensures their alignment with evolving customer needs, industry technological advancements and the airline's brand identity and commercial objectives."", 'This leader spearheads continuous improvement and business development activities with internal and external stakeholders to improve business profitability.', 'The role is pivotal in influencing the development of the organisation through key decisions made on human capital needs.', 'Responsibilities extend to cultivating relationships with senior stakeholders in the industry to meet and exceed commercial objectives of the organisation.', 'As such, the Vice President must have exceptional leadership, decision-making and stakeholder management skills to build strategic partnerships locally and internationally.', 'The individual must also offer deep insights into airline and airport operations, and international trends, regulations and developments affecting airport ground handling services and operations.', 'Act as coach to develop talents', 'Align human resources with business needs', 'Build business and professional networks at senior executive level within the industry', 'Collaborate with authorities and other departments to achieve a strong safety and security culture', 'Develop and strengthen executive management relations', 'Direct activities to increase customer satisfaction and profitability', 'Establish and approve long-term vision and strategies', 'Establish safety and/or security standards for the organisation', 'Forge international networks to promote the organisation', 'Formulate operational strategies to ensure attainment of profitability objectives', 'Foster an atmosphere of inclusiveness with diverse stakeholders and the global business community', 'Identify business opportunities and drive the development of proposals to grow the business', 'Lead organisational succession planning, capability development and employee engagement', 'Strategise organisational workplace safety and security programmes']",Air Transport
13243.AIR.01.001,Airport Operations,"['A Duty Terminal Manager oversees smooth operations within terminals and determines solutions to address operational and service issues that occur.', 'This individual monitors lapses in operational and service delivery, and implements appropriate Standard Operating Procedures (SOPs) to remediate services at an airport.', 'Duties also include conducting basic risk assessments, enforcing compliance of workplace safety and security standards, and participating in simulated training exercises and innovation trial projects for the organisation.', 'Additionally, this Manager assesses the performance and service standards of third-party airport contractors.', ""Thorough knowledge of airport services and operations is needed for managing real-time incidents and crises, and proficient customer service skills are necessary to respond to passengers' needs and perform touch point engagements."", 'Good communication and interpersonal skills to nurture and manage internal and external stakeholders effectively are other prerequisites.', 'This quick-thinking individual must be highly adaptable to changes in a constantly-evolving industry.', 'The job entails working shifts and travelling across various terminals to ensure compliance with safety rules and regulations.', 'Administer solutions to meet the needs of airport users and community', 'Assess airport contractors against established Key Performance Indicators (KPIs)', 'Conduct safety and security checks', 'Determine solutions to address operational and service issues', 'Enforce compliance of safety and security standards', 'Ensure Standard Operating Procedures (SOPs) are followed', 'Execute basic risk assessments', 'Investigate root causes of breaches in safety or security standards', 'Manage potential safety incidents at the terminals', 'Monitor gaps in operational and service delivery', 'Participate in innovative trial projects', 'Participate in simulated training exercises', 'Provide feedback on the performance of contractors to contract owners', 'Provide inputs and feedback during trial initiatives', 'Resolve complaints and feedback from airport users and the community', 'Review maintenance and development works to ensure airport operations are not disrupted']",Air Transport
13243.AIR.03.002,Airport Operations,"['Planning the delivery of airport services and implementing projects to improve the airport user experience fall under the purview of a Terminal Manager.', 'This individual also collaborates with internal and external stakeholders to develop and establish compliance standards for airport operations.', ""Other responsibilities incorporate leading research to identify new service offerings for the airport, enforcing the organisation's safety and security standards, sourcing for contractors to perform airport operations, and establishing key indicators to track their performances."", 'Developing on-the-job training programmes for the department is another duty.', 'Sound knowledge of airport and airside operations, Standard Operating Procedures (SOPs) and airport security and emergency response plans is a must.', 'The individual travels across various terminals to review operational processes and resolve airport incidents.', 'Excellent project management skills are essential to ensure operational plans and projects are implemented efficiently and effectively, while strong communication and stakeholder management skills come into play for interacting and engaging all customers and stakeholders of the organisation.', 'Analyse airport users? needs', 'Develop plans to ensure terminals follow established standards', 'Develop proposals for new service innovation ideas', 'Enforce a safe and secure culture', 'Enforce organisational and compliance standards', 'Engage in projects to enhance the airport users experience', 'Establish Key Performance Indicators (KPIs) for airport contractors under purview', 'Liaise with airport agencies, authorities and Airport Operations Centre (AOC)', 'Manage contractors carrying out airport operations', 'Manage research to identify opportunities for operations and service enhancements', 'Oversee staff on duty to deliver public announcements', 'Plan delivery of airport services to meet customer requirements', 'Promote new ideas to enhance customer service operations', 'Propose inputs and feedback on the capabilities of contractors to perform airport operations', 'Recommend action plans to resolve and prevent safety or security breaches', 'Resolve issues and incidents at the airport', 'Review and develop compliance standards', 'Review operational processes to identify areas for enhancements', 'Review the feasibility of implementing new service offerings for the airport', 'Source for contractors to perform airport operations']",Air Transport
13243.AIR.05.003,Airport Operations,"['An Airport Operations Centre Manager helms the management and resolution of complex incidents at an airport.', 'The role entails developing and reviewing compliance standards, directing new initiatives for the airport, implementing Standard Operating Procedures (SOPs) for crisis management and providing direction on new airport service offerings.', 'To ensure staff and team members perform optimally, this leader nurtures and cultivates the necessary capacities for them to achieve their potential.', 'The Manager also ensures the smooth delivery of airport projects, leads change management initiatives for the organisation, represents the airport in interactions with government agencies and other key stakeholders and builds long-term partnerships with them.', 'Other duties include overseeing the delivery of projects and travelling across airport terminals to analyse operational processes and resolve major issues.', 'The role calls for an extensive knowledge of airport and airside operations, and a strong understanding of airport industry standards, policies and practices.', 'Strong communication and people management skills, and the ability to handle changing environments and priorities are essential.', 'Profound analytical and problem-solving skills to anticipate customer needs and enhance airport services are other requirements.', 'Address complaints and key concerns impacting staff morale and performance', 'Appoint contractors to perform major airport operations', 'Approve plans and proposals for innovation projects', 'Conduct interviews and make hiring decisions', 'Determine the impact of flight delays or disruptions on airport operations', 'Develop Standard Operating Procedures (SOPs) for crisis management', 'Develop staff through capability development and coaching', 'Implement new initiatives to comply with established standards', 'Lead organisational change management', 'Oversee resources during major safety and security operations', 'Oversee the performance of contractors and on-time completion of major airport operations', 'Plan to improve compliance of systems and processes within airport terminals', 'Provide directions on new service offerings', 'Resolve complex issues and incidents at the airport in consultation with higher authorities', 'Resolve complex safety or security incidents', 'Review safety incidents and determine the types of response needed', 'Work with airport agencies and authorities to ensure airport operations meet performance, safety and security standards', 'Work with stakeholders to establish   compliance standards']",Air Transport
11203.AIR.01.004,Airport Operations,"['A Vice President for Airport Operations drives the shaping of airport services operating models.', 'This leader sets in motion intervention strategies to mitigate service delivery gaps, establishes safety and security standards for the organisation and creates resource plans for airport operations.', 'The role also incorporates helming the development of new service innovations for an airport, initiating new projects, leading organisational succession planning, capability development and employee engagement initiatives, and forging international networks to promote the organisation.', 'This Vice President demonstrates domain expertise in airport organisational structures, operations, programmes and projects.', 'Knowledge of the competitive and commercial strategies used by other international airports allows this leader to recommend novel strategies, services and processes for the organisation.', 'Additionally, this individual shows outstanding leadership skills, exceptional oral and written competencies, expertise in strategic planning, and can lead and elevate airport operations and customer services.', 'Act as a coach to develop talents', 'Align human resources with business needs', 'Approve Standard Operating Procedures (SOPs) for safety and security operations', 'Build business and professional networks at senior executive level within the industry', 'Create innovative ideas to enhance operations and services', 'Develop and strengthen executive management relations', 'Drive intervention strategies to reduce airport service delivery gaps', 'Drive resource planning to improve airport operations', 'Establish and approve long-term vision and strategies', 'Establish standards for work safety and security', 'Forecast airport users and community needs to enhance airport services', 'Forge international networks to promote the organisation', 'Foster an atmosphere of inclusiveness amongst diverse stakeholders and the global business community', 'Identify risks after implementation of new services', 'Lead organisational succession planning, capability development and employee engagement', 'Lead the development of new service innovation ideas', 'Oversee resources across different functions within the airport', 'Shape airport service operating models and strategies', 'Work with authorities and other departments to achieve a safe and secure culture']",Air Transport
31593.AIR.01.001,Airport Operations,"['An Airside Officer identifies and clears hazards on runways and taxiways, and allocates baggage belts and suitable parking stands for aircraft.', 'Other duties include providing flight information updates, performing flight matching and towing coordination activities, and enforcing compliance of safety and security standards at the airside through routine inspections.', 'The Officer also investigates root causes of breaches in safety and security policies.', 'This role requires an individual with a good knowledge of aerodrome and airside safety Standard Operating Procedures (SOPs), and who is adept in using software, such as Gate Management System (GMS), Long-Range Radar and Display System (LORADS) and other operational systems for managing stand allocation.', 'Excellent communication and stakeholder management skills are needed to work with stakeholders at the airside effectively.', 'The job requires working shifts and having an Airside Driving Permit (ADP) to operate vehicles at the airside.', 'The individual must also be medically fit, with good hearing and eyesight.', 'Carry out safety and security checks', 'Conduct checks to ensure closures follow approved standards', 'Conduct routine inspections on airside facilities', 'Ensure safety and security standards are followed', 'Gather updates of flight information using Long-Range Radar and Display System (LORADS)', 'Handle emergency incidents at the airside', 'Identify and address possible hazards on runways and taxiways using specialised systems', 'Investigate reasons for breaches in safety and security standards', 'Manage baggage belt allocations', 'Manage baggage recovery exercises', 'Manage flight matching and towing coordination with Air Traffic Control (ATC)', 'Operate Gate Management System (GMS) to allocate stands', 'Operate specialised vehicles and equipment in accordance with safety and performance standards', 'Operate surface friction test vehicles to conduct friction testing', 'Operate vehicles at the airside including runways and taxiways', 'Prepare reports to issue fines for breaches of airside policies', 'Update affected stakeholders regarding baggage delays', 'Work with stakeholders to assign suitable parking stands for aircraft']",Air Transport
13243.AIR.02.002,Airside Operations,"['An Airside Duty Manager collaborates with airport stakeholders to resolve operational airside issues, manages contractors and issues stop-work orders to contractors who flout airside rules and policies.', 'This individual also oversees operational systems for allocating stands, ensures their smooth running, addresses internal or external safety and security audit issues, and develops on-the-job training programmes and learning plans for assigned teams.', 'A sound knowledge of airport operations and airside safety management Standard Operating Procedures (SOPs) is a prerequisite, and the individual must also be up to date on airport security and emergency plans.', 'Good leadership skills, strong communication and stakeholder management skills are needed to guide team members and manage stakeholders.', 'Additionally, the Duty Manager must complete paperwork accurately and have good computer skills to manage Gate Management System (GMS), Long-Range Radar and Display System (LORADS) and other operational systems for managing stands allocation.', 'An Airside Driving Permit (ADP) to operate vehicles at the airside is another must.', 'Address audit issues', 'Advise staff in the execution of new policies', 'Carry out operational systems management for stands allocation', 'Develop on-the-job training programmes', 'Develop schedule plans for routine inspections of airside runways, taxiways and apron', 'Develop workplace learning plans', 'Enforce a safe and secure work culture', 'Implement baggage recovery exercises', 'Implement procedures to ensure airside policies are followed', 'Impose stop-work orders on contractors who fail to meet approved standards', 'Manage overall operations to ensure established standards are followed', 'Manage performance of contractors carrying out maintenance works', 'Manage planning of tasks during airside operations and aircraft emergencies', 'Manage runway closures for maintenance checks on the runways', 'Oversee baggage delivery processes to meet established standards', 'Oversee officers in operating and troubleshooting runway surface friction test vehicles', 'Oversee the daily running of specialised systems', 'Recommend action plans to prevent future safety or security breaches', 'Resolve issues on airside ground operations with airport stakeholders']",Air Transport
13243.AIR.07.003,Airside Operations,"['A Manager (Airside Operations) oversees the development of emergency aircraft plans and Foreign Object Debris (FOD) clearance policies and procedures.', 'This individual reviews Standard Operating Procedures (SOPs) to optimise stands allocation and planning operations, monitors safety and performance standards on the airside, and develops systems to monitor adherence to safety and security standards.', 'As a trusted mentor, the Manager determines the developmental needs of staff and teams and guides them to maximise their potential.', 'Championing change management initiatives for the organisation is another responsibility.', ""Extensive knowledge of airport and airside operations and aviation industry standards, policies, and practices is a requirement and the Manager must also be well-versed in the organisation's aerodrome and airside safety SOPs."", 'Additionally, the role entails keeping abreast of the latest international developments and regulations affecting airside operations and having remarkable management skills to lead staff, and excellent stakeholder management skills to represent the organisation when interacting with external stakeholders.', 'Address complaints and key concerns impacting staff morale and performance', 'Conduct audits to ensure airside pavement surfaces, systems and environment follow legislation and statutory requirements', 'Conduct interviews and make hiring decisions', 'Develop and review Foreign Object Debris (FOD) clearance policies and procedures', 'Develop staff talents through capability development and coaching', 'Develop systems to ensure safety and security standards are followed', 'Enforce airside discipline', 'Ensure safety and performance standards are followed', 'Identify safety or security risks and develop plans to reduce identified risks', 'Implement maintenance action plans for the airside', 'Lead change management in the organisation', 'Lead continuous improvement projects to improve safety or security', 'Manage Airport Collaborative Decision Making (A-CDM) projects to improve performance of airside operations', 'Manage disabled aircraft removal plans', 'Oversee airside works and the set-up of new facilities to ensure smooth airside ground operations', 'Oversee all maintenance activities to ensure compliance standards are met', 'Oversee the development of emergency aircraft plans', 'Research new technologies to enhance stands allocation and planning', 'Review SOPs to optimise stands allocation and planning operations', 'Work with stakeholders to ensure teamwork on airside maintenance activities']",Air Transport
11203.AIR.03.004,Airside Operations,"['A Vice President for Airside Operations leads and directs the establishment of procedures and strategies for enhancing the efficiency of airside operations.', 'Responsibilities encompass endorsing changes to Standard Operating Procedures (SOPs) and new technologies to improve overall airside operations, and serving as the central authority for presiding over all airside safety policies.', 'Also tasked with initiating new projects for the organisation, this leader concurrently oversees its succession planning, capability development and employee engagement programmes.', ""The Vice President also forges broad international networks to promote the airport's brand and capabilities."", 'The role requires outstanding leadership skills and exceptional oral and written proficiencies.', 'Process optimisation and improvement skills are vital for continuously seeking new ways to enhance airside processes and operations.', 'Eminent stakeholder management skills are also essential to create and nurture a culture of collaboration across the organisation and establish effective working relationships with stakeholders internally, externally and virtually.', 'Acquire new technologies to enhance stands allocation and planning operations', 'Act as a central authority for all safety policies at the airside', 'Align human resources with business needs', 'Approve changes to the Standard Operating Procedures (SOPs) governing stands allocation and planning operations', 'Build business and professional networks at senior executive level within the industry', 'Chair meetings and forums to confer discussions with airside stakeholders', 'Develop and strengthen executive management relations', 'Establish and approve long-term vision and strategies', 'Establish procedures and practices to enhance airside operations', 'Establish safety and security standards', 'Evaluate key organisational challenges', 'Forge international networks to promote the organisation', 'Foster an atmosphere of inclusiveness with diverse stakeholders and the global business community', 'Lead organisational succession planning, capability development and employee engagement', 'Lead the development of general operating policies, processes and procedures', 'Plan organisational workplace safety and security programmes', 'Start corporate improvement projects for the organisation', 'Work with authorities and other departments to achieve a safe and secure culture', 'Work with stakeholders to determine systems and processes for airside operations']",Air Transport
31151.AIR.01.001,Airport Engineering,"['Inspecting and maintaining airfield surfaces and specialised systems in accordance with Standard Operating Procedures (SOPs) are responsibilities of an Associate (Operations & Maintenance / Specialised Systems / Projects).', 'This individual compiles and produces status reports on airfield systems and collaborates with third-party service providers to perform maintenance works.', 'The job also entails taking precautionary measures to ensure the safety of teams, and escalating reports of safety and security breaches to relevant authorities.', 'As such, the individual must have a good understanding of technical drawings, specifications and requirements for performing maintenance and conducting safety checks.', 'Good communication and interpersonal skills enable the detail-oriented Associate to produce accurate test results and reports.', 'An Airfield Driving Permit (ADP) is a prerequisite for working at an airport, landing fields, runways and other construction sites.', 'Assess service level conditions of airport equipment and facilities', 'Conduct feasibility studies on capital replacement projects', 'Conduct planned tasks based on project schedules', 'Conduct required airfield maintenance works', 'Conduct site inspections', 'Conduct testing of airfield surfaces and systems', 'Gather progress reports for higher authorities', 'Gather test results to produce status reports on airfield specialised systems', 'Inspect airfield specialised systems according to Standard Operating Procedures (SOPs)', 'Inspect airfield surfaces, systems and conditions according to procedures', 'Inspect maintenance works by external contractors', 'Interpret and follow safety and security standards for teams', 'Interpret results of friction testing to develop surface reports', 'Monitor maintenance works carried out by external contractors', 'Record information on airfield conditions', 'Record information on airfield specialised systems', 'Report breaches in safety or security standards to relevant authorities', 'Verify the accuracy of documentation provided by contractors', 'Work with contractors and consultants to deliver tasks according to project schedules', 'Work with contractors to compile essential documentation for audits']",Air Transport
